time,gFx,gFy,gFz,TgF
0.520606823,-0.1609,1.0172,-0.0862,1.033
0.523613698,-0.1663,1.0209,-0.0879,1.038
0.525637187,-0.1731,1.0233,-0.0906,1.042
0.527794739,-0.1804,1.0253,-0.0913,1.045
0.531004375,-0.1861,1.0274,-0.0935,1.048
0.532111042,-0.1904,1.0255,-0.0938,1.047
0.534652448,-0.1939,1.0240,-0.0940,1.046
0.536934479,-0.1975,1.0240,-0.0933,1.047
0.539459062,-0.2000,1.0233,-0.0942,1.047
0.541583073,-0.2022,1.0216,-0.0962,1.046
0.545061146,-0.2034,1.0235,-0.0955,1.048
0.547385937,-0.2053,1.0265,-0.0955,1.051
0.549880469,-0.2066,1.0323,-0.0960,1.057
0.551288646,-0.2107,1.0358,-0.0960,1.061
0.553598594,-0.2110,1.0392,-0.0967,1.065
0.556060052,-0.2127,1.0411,-0.0969,1.067
0.558433437,-0.2136,1.0409,-0.0991,1.067
0.56060151,-0.2107,1.0375,-0.1013,1.063
0.564533489,-0.2063,1.0318,-0.1067,1.058
0.565349687,-0.1988,1.0294,-0.1155,1.055
0.568666667,-0.1865,1.0287,-0.1238,1.053
0.570980521,-0.1782,1.0279,-0.1309,1.051
0.572483489,-0.1729,1.0301,-0.1404,1.054
0.575713802,-0.1704,1.0409,-0.1477,1.065
0.577730417,-0.1692,1.0543,-0.1428,1.077
0.583533958,-0.1709,1.0702,-0.1318,1.092
0.584164479,-0.1734,1.0826,-0.1275,1.104
0.585112656,-0.1731,1.0885,-0.1321,1.110
0.587622344,-0.1704,1.0912,-0.1382,1.113
0.589170521,-0.1611,1.0875,-0.1436,1.109
0.591539739,-0.1528,1.0824,-0.1538,1.104
0.593720885,-0.1472,1.0765,-0.1673,1.099
0.596357864,-0.1455,1.0712,-0.1839,1.097
0.598863333,-0.1475,1.0658,-0.1995,1.094
0.600905417,-0.1538,1.0560,-0.2207,1.090
0.605759792,-0.1609,1.0482,-0.2608,1.092
0.606021875,-0.1741,1.0460,-0.3091,1.105
0.60808,-0.1868,1.0629,-0.3482,1.134
0.610364114,-0.1961,1.0951,-0.3523,1.167
0.612760052,-0.2080,1.1341,-0.3240,1.198
0.615505364,-0.2207,1.1613,-0.2952,1.218
0.617528854,-0.2288,1.1708,-0.2830,1.226
0.619635573,-0.2273,1.1591,-0.2952,1.217
0.621935677,-0.2183,1.1258,-0.3177,1.190
0.625187239,-0.2053,1.0853,-0.3416,1.156
0.627087916,-0.1924,1.0487,-0.3628,1.126
0.6300325,-0.1821,1.0350,-0.3750,1.116
0.632263802,-0.1748,1.0465,-0.3775,1.126
0.634289114,-0.1709,1.0831,-0.3750,1.159
0.636502448,-0.1660,1.1261,-0.3785,1.200
0.638750677,-0.1516,1.1637,-0.3890,1.236
0.640956614,-0.1297,1.1920,-0.3977,1.263
0.644643489,-0.1011,1.2042,-0.4019,1.274
0.645708646,-0.0671,1.2003,-0.3995,1.267
0.648541041,-0.0339,1.1879,-0.3921,1.251
0.650587656,-0.0066,1.1754,-0.3833,1.236
0.653020521,0.0125,1.1644,-0.3731,1.223
0.655999271,0.0212,1.1522,-0.3628,1.208
0.658159271,0.0205,1.1439,-0.3557,1.198
0.660189114,0.0076,1.1393,-0.3623,1.196
0.662607604,-0.0076,1.1385,-0.3726,1.198
0.666990156,-0.0156,1.1429,-0.3680,1.201
0.667991927,-0.0103,1.1488,-0.3492,1.201
0.669812604,-0.0015,1.1603,-0.3252,1.205
0.672569635,0.0095,1.1664,-0.3037,1.205
0.674365312,0.0212,1.1666,-0.2920,1.203
0.67729125,0.0339,1.1627,-0.2845,1.197
0.679345,0.0515,1.1520,-0.2798,1.187
0.68142,0.0754,1.1398,-0.2762,1.175
0.684969635,0.0989,1.1254,-0.2693,1.161
0.687196146,0.1226,1.1117,-0.2620,1.149
0.688485885,0.1382,1.1000,-0.2525,1.137
0.690918177,0.1485,1.0926,-0.2407,1.129
0.693287604,0.1536,1.0863,-0.2281,1.121
0.69697151,0.1563,1.0826,-0.2149,1.115
0.697996562,0.1594,1.0819,-0.2051,1.113
0.700621094,0.1655,1.0843,-0.1983,1.115
0.703131666,0.1743,1.0851,-0.1900,1.115
0.706172916,0.1883,1.0829,-0.1802,1.114
0.707588333,0.2012,1.0782,-0.1714,1.110
0.710060885,0.2139,1.0741,-0.1611,1.107
0.712309062,0.2288,1.0685,-0.1509,1.103
0.71472776,0.2393,1.0646,-0.1436,1.101
0.716887083,0.2481,1.0672,-0.1360,1.104
0.719985625,0.2569,1.0743,-0.1297,1.112
0.721771354,0.2703,1.0856,-0.1240,1.126
0.724752812,0.2859,1.0961,-0.1170,1.139
0.726507031,0.3023,1.1014,-0.1089,1.147
0.729380885,0.3167,1.1061,-0.0986,1.155
0.731446146,0.3277,1.1070,-0.0884,1.158
0.734163802,0.3382,1.1063,-0.0803,1.160
